GeographyCode,WP601EW0001,WP601EW0002,WP601EW0003,WP601EW0004,WP601EW0005,WP601EW0006,WP601EW0007,WP601EW0008
E33049906,216,84,85,2,9,5,18,13
E33049907,402,116,151,5,26,31,56,17
E33049908,418,153,183,3,10,24,33,12
E33049909,360,38,245,1,12,19,36,9
E33049910,223,38,116,1,9,8,47,4
E33049911,770,122,537,0,9,18,31,53
E33049912,532,112,258,6,18,46,88,4
E33049913,392,83,145,5,9,41,94,15
E33049914,329,72,178,0,7,17,47,8
E33049915,493,192,203,4,18,18,47,11
E33049916,497,136,209,5,27,26,76,18
E33049917,361,120,153,4,7,21,50,6
E33049918,323,74,172,0,11,29,32,5
E33049919,249,77,103,4,15,12,32,6
E33049920,358,61,211,1,24,12,42,7
E33049921,340,74,172,2,11,14,53,14
E33049922,864,237,351,7,27,69,127,46
E33049923,580,141,250,5,19,52,98,15
E33049924,417,146,172,1,5,28,51,14
E33049925,414,123,156,6,15,28,76,10
E33049926,479,125,231,4,9,28,65,17
E33049927,323,70,143,2,8,39,52,9
E33049928,601,197,280,9,6,26,61,22
E33049929,226,91,87,1,3,13,25,6
E33049930,465,174,153,5,17,22,69,25
E33049931,400,138,177,1,6,23,49,6
E33049932,546,106,380,4,14,4,28,10
E33049933,1420,211,1109,2,12,10,34,42
E33049934,537,67,399,0,26,12,28,5
E33049935,602,114,290,5,17,49,119,8
E33049936,318,53,152,2,11,23,75,2
E33049937,486,135,239,0,12,22,69,9
E33049938,338,74,194,0,11,12,36,11
E33049939,231,46,157,0,6,5,11,6
E33049940,495,62,364,1,7,20,36,5
E33049941,264,48,105,8,23,27,34,19
E33049942,512,139,204,7,17,52,67,26
E33049943,406,88,148,3,18,52,92,5
E33049944,244,51,106,5,9,26,34,13
E33049945,609,142,243,6,25,79,99,15
E33049946,368,102,148,6,19,40,38,15
E33049947,268,62,77,3,10,37,49,30
E33049948,424,62,170,5,23,62,93,9
E33049949,289,72,116,2,6,36,42,15
E33049950,284,45,127,6,20,35,29,22
E33049951,422,90,234,3,13,20,29,33
E33049952,377,77,199,4,16,19,29,33
E33049953,305,89,153,0,13,17,27,6
E33049954,457,63,231,4,23,46,75,15
E33049955,316,60,184,0,12,22,28,10
E33049956,324,39,186,0,12,26,48,13
E33049957,679,99,416,5,30,41,65,23
E33049958,365,58,107,4,27,70,89,10
E33049959,478,114,225,3,12,32,70,22
E33049960,490,102,197,2,14,58,109,8
E33049961,418,146,154,5,11,24,72,6
E33049962,353,77,199,2,13,13,39,10
E33049963,280,68,112,2,9,39,49,1
E33049964,300,93,121,4,15,19,35,13
E33049965,483,185,175,7,28,18,40,30
E33049966,504,142,252,4,28,19,50,9
E33049967,615,124,384,3,23,23,46,12
E33049968,314,41,124,3,13,47,84,2
E33049969,541,185,195,3,7,67,68,16
E33049970,446,125,250,0,6,22,29,14
E33049971,301,68,74,5,14,54,80,6
E33049972,639,181,382,0,14,14,39,9
E33049973,752,285,301,3,10,46,52,55
E33049974,367,71,118,6,16,59,85,12
E33049975,421,81,159,0,18,70,83,10
E33049976,873,130,602,3,13,58,61,6
E33049977,360,45,256,2,12,13,30,2
E33049978,319,67,106,3,14,52,67,10
E33049979,683,155,362,3,23,23,74,43
E33049980,568,74,379,2,27,28,49,9
E33049981,305,61,97,7,16,41,73,10
E33049982,318,66,77,5,17,66,76,11
E33049983,278,59,84,1,13,51,67,3
E33049984,659,107,378,3,18,66,79,8
E33049985,265,54,105,1,15,36,51,3
E33049986,241,81,82,6,10,16,36,10
E33049987,689,153,256,7,37,63,139,34
E33049988,356,95,145,3,27,26,46,14
E33049989,231,49,107,0,9,19,33,14
E33049990,418,137,172,5,6,32,48,18
E33049991,467,67,286,2,20,23,58,11
E33049992,352,78,171,2,15,39,43,4
E33049993,393,102,166,1,10,54,49,11
E33049994,264,101,84,2,11,22,36,8
E33049995,321,59,164,4,12,26,47,9
E33049996,370,82,216,3,12,18,36,3
E33049997,309,83,119,1,13,41,46,6
E33049998,254,46,119,3,14,23,45,4
E33049999,746,165,468,2,18,22,41,30
E33050000,302,89,120,1,18,29,39,6
E33050001,571,104,300,6,23,30,63,45
E33050002,297,55,143,3,15,21,44,16
E33050003,359,43,252,4,16,15,27,2
E33050004,266,75,123,2,13,14,31,8
E33050005,368,111,171,1,6,21,45,13
E33050006,313,117,111,4,14,17,29,21
E33050007,241,83,101,1,4,16,29,7
E33050008,317,84,89,3,7,51,74,9
E33050009,338,83,138,4,5,40,57,11
E33050010,297,63,141,5,7,29,46,6
E33050011,519,166,197,12,40,23,41,40
E33050012,396,74,154,0,26,57,78,7
E33050013,321,72,104,2,23,41,71,8
E33050014,406,124,179,4,10,22,44,23
E33050015,490,138,255,3,10,29,43,12
E33050016,319,131,114,4,6,25,21,18
E33050017,661,204,295,9,31,31,56,35
E33050018,351,78,149,1,16,35,59,13
E33050019,510,130,214,1,36,47,71,11
E33050020,327,64,215,0,8,13,23,4
E33050021,1470,132,1161,4,25,45,81,22
E33050022,441,139,132,4,16,60,76,14
E33050023,337,64,145,4,13,34,59,18
E33050024,496,165,211,1,13,27,41,38
E33050025,550,101,345,3,16,35,43,7
E33050026,368,81,175,1,14,32,53,12
E33050027,783,72,644,2,6,12,46,1
E33050028,375,64,230,0,18,21,38,4
E33050029,416,134,182,6,10,30,44,10
E33050030,371,55,225,2,20,9,43,17
E33050031,327,91,146,3,21,21,33,12
E33050032,225,87,92,1,8,10,22,5
E33050033,278,72,110,3,10,30,44,9
E33050034,581,126,383,3,4,13,30,22
E33050035,663,236,256,7,34,17,48,65
E33050036,344,54,179,6,24,35,42,4
E33050037,272,85,119,4,11,16,29,8
E33050038,336,71,152,1,25,38,41,8
E33050039,340,112,101,7,33,21,45,21
E33050040,285,61,90,1,16,53,58,6
E33050041,390,50,188,9,16,41,59,27
E33050042,269,52,124,5,11,23,49,5
E33050043,285,59,115,6,15,39,38,13
E33050044,372,70,221,5,16,29,23,8
E33050045,528,84,334,2,26,20,46,16
E33050046,328,79,98,2,15,37,88,9
E33050047,370,73,133,2,19,54,78,11
E33050048,1209,108,965,0,15,31,71,19
E33050049,349,59,204,2,11,23,41,9
E33050050,513,67,325,4,19,28,57,13
E33050051,362,54,105,10,30,44,107,12
E33050052,244,56,97,2,16,24,45,4
E33050053,434,115,233,6,9,20,39,12
E33050054,348,47,225,1,5,22,42,6
E33050055,626,102,421,2,21,32,43,5
E33050056,824,301,302,7,42,45,68,59
E33050057,269,55,114,1,8,26,60,5
E33050058,257,31,167,1,5,20,32,1
E33050059,379,91,141,7,19,63,53,5
E33050060,495,138,242,3,25,32,41,14
E33050061,262,66,84,3,15,34,52,8
E33050062,247,49,92,3,18,12,54,19
E33050063,375,87,206,3,25,14,29,11
E33050064,372,77,180,2,19,24,53,17
E33050065,641,214,321,7,10,33,35,21
E33050066,455,111,248,3,16,21,48,8
E33050067,278,77,103,3,4,28,53,10
E33050068,316,117,89,5,16,22,39,28
E33050069,292,69,147,0,12,19,35,10
E33050070,266,71,90,7,14,23,50,11
E33050071,304,53,167,1,6,21,50,6
E33050072,447,90,259,3,9,31,42,13
E33050073,950,166,651,3,45,14,56,15
E33050074,351,90,174,0,15,22,36,14
E33050075,310,43,192,4,13,8,44,6
E33050076,315,45,192,3,24,14,25,12
E33050077,308,60,156,1,10,20,46,15
E33050078,350,91,173,4,5,16,36,25
E33050079,296,74,120,0,17,24,47,14
E33050080,292,69,119,3,7,26,38,30
E33050081,373,91,146,3,17,34,64,18
E33050082,359,122,164,0,12,8,32,21
E33050083,268,53,112,3,11,25,54,10
E33050084,333,46,157,4,26,38,53,9
E33050085,307,61,172,2,10,20,29,13
E33050086,502,70,296,5,24,34,56,17
E33050087,325,77,126,0,11,39,52,20
E33050088,258,90,88,3,16,18,29,14
E33050089,282,55,108,8,16,35,47,13
E33050090,279,50,97,6,22,35,50,19
E33050091,232,32,109,4,19,24,39,5
E33050092,301,62,148,6,7,28,45,5
E33050093,257,69,98,6,22,22,34,6
E33050094,555,67,400,4,16,19,31,18
E33050095,392,80,206,1,14,27,55,9
E33050096,445,123,233,2,19,17,34,17
E33050097,326,74,198,2,9,14,20,9
E33050098,484,111,232,3,24,43,65,6
E33050099,274,56,101,3,17,38,54,5
E33050100,329,61,115,0,16,47,84,6
E33050101,402,114,189,0,11,34,43,11
E33050102,533,174,217,1,14,39,77,11
E33050103,425,163,202,2,4,14,20,20
E33050104,303,92,155,2,8,17,23,6
E33050105,422,123,159,8,18,33,67,14
E33050106,562,192,205,4,26,41,57,37
E33050107,372,141,158,1,4,34,31,3
E33050108,629,178,254,2,19,67,100,9
E33050109,396,88,146,6,18,41,86,11
E33050110,619,58,465,1,12,21,55,7
E33050111,301,49,113,3,29,32,59,16
E33050112,308,55,126,3,9,40,62,13
E33050113,447,160,225,3,6,22,23,8
E33050114,297,57,96,3,20,41,58,22
E33050115,294,62,90,4,19,34,74,11
E33050116,313,58,149,2,19,30,45,10
E33050117,343,59,138,3,17,41,74,11
E33050118,558,134,354,4,8,18,27,13
E33050119,347,65,149,4,24,29,68,8
E33050120,366,71,203,4,16,28,27,17
E33050121,286,74,88,2,10,45,54,13
E33050122,426,65,200,3,20,41,78,19
E33050123,431,60,242,0,16,39,71,3
E33050124,579,154,259,8,16,62,64,16
E33050125,369,101,123,5,16,51,66,7
E33050126,768,219,379,4,16,18,43,89
E33050127,403,109,151,6,12,47,73,5
E33050128,305,73,112,3,6,33,53,25
E33050129,369,114,199,1,5,22,20,8
E33050130,541,132,313,2,12,14,16,52
E33050131,330,105,117,4,12,28,51,13
E33050132,461,97,254,6,31,24,31,18
E33050133,464,152,189,0,9,57,42,15
E33050134,509,211,187,3,10,20,25,53
E33050135,293,87,153,0,6,11,23,13
E33050136,724,91,508,2,12,29,65,17
E33050137,605,184,270,5,33,31,70,12
E33050138,550,187,251,0,9,13,34,56
E33050139,394,66,204,0,16,30,73,5
E33050140,350,90,166,1,24,18,40,11
E33050141,421,142,209,4,5,21,32,8
E33050142,588,94,365,1,14,29,67,18
E33050143,525,71,326,4,12,38,69,5
E33050144,264,44,134,3,12,25,45,1
E33050145,330,83,140,5,22,17,50,13
E33050146,242,52,92,7,6,40,39,6
E33050147,256,70,94,2,12,35,36,7
E33050148,373,44,172,8,30,32,83,4
E33050149,232,37,94,1,12,29,52,7
E33050150,386,117,134,6,24,26,60,19
E33050151,377,104,167,3,10,32,54,7
E33050152,249,80,92,2,5,22,40,8
E33050153,280,51,57,0,10,91,67,4
E33050154,470,167,222,3,7,21,42,8
E33050155,308,26,200,2,10,24,40,6
E33050156,391,77,122,4,14,69,100,5
E33050157,461,55,200,5,36,59,103,3
E33050158,394,73,161,3,25,37,80,15
E33050159,953,310,511,2,11,34,49,36
E33050160,311,76,160,2,12,25,29,7
E33050161,376,94,146,2,12,39,74,9
E33050162,479,76,243,3,33,42,63,19
E33050163,402,70,152,7,18,48,95,12
E33050164,302,46,129,7,21,25,63,11
E33050165,327,67,123,5,23,34,67,8
E33050166,334,84,106,2,23,46,62,11
E33050167,494,99,176,9,36,55,109,10
E33050168,258,63,99,2,16,25,48,5
E33050169,526,198,185,5,26,27,71,14
E33050170,550,146,300,2,7,19,44,32
E33050171,290,84,144,2,9,15,24,12
E33050172,281,71,126,2,8,9,51,14
E33050173,685,250,357,2,7,27,28,14
E33050174,426,72,203,5,18,44,62,22
E33050175,371,141,140,3,11,25,32,19
E33050176,297,95,107,4,12,17,43,19
E33050177,296,75,107,4,9,37,61,3
E33050178,813,105,536,6,29,33,65,39
E33050179,531,145,201,5,17,52,89,22
E33050180,275,82,147,2,10,11,16,7
E33050181,333,70,159,1,21,18,44,20
E33050182,300,73,109,2,14,26,61,15
E33050183,307,48,122,2,23,36,66,10
E33050184,365,88,144,3,25,20,67,18
E33050185,463,94,251,4,30,12,44,28
E33050186,233,62,83,1,18,24,36,9
E33050187,429,92,157,2,15,57,96,10
E33050188,252,64,101,4,9,35,37,2
E33050189,341,70,92,4,33,43,91,8
E33050190,373,58,161,3,25,37,76,13
E33050191,255,35,90,3,25,31,58,13
E33050192,417,96,153,4,25,47,82,10
E33050193,368,84,114,6,29,45,76,14
E33050194,382,120,143,4,16,31,54,14
E33050195,561,210,229,11,32,19,45,15
E33050196,283,96,102,2,12,14,52,5
E33050197,245,95,91,2,21,8,11,17
E33050198,302,130,102,0,3,23,40,4
E33050199,581,187,241,4,26,34,54,35
E33050200,450,89,207,5,7,40,84,18
E33050201,407,120,161,4,19,26,67,10
E33050202,348,58,200,4,3,21,57,5
E33050203,299,88,129,2,18,15,44,3
E33050204,245,43,99,3,18,26,53,3
E33050205,349,62,139,5,16,39,85,3
E33050206,297,79,86,1,21,34,63,13
E33050207,683,125,399,4,19,35,74,27
E33050208,297,71,124,0,16,30,51,5
E33050209,306,75,120,5,23,25,49,9
E33050210,354,74,118,6,25,47,70,14
E33050211,275,46,79,8,19,40,78,5
E33050212,282,84,133,1,9,13,28,14
E33050213,514,105,297,2,24,25,43,18
E33050214,267,87,103,4,13,27,28,5
E33050215,296,60,134,2,15,31,43,11
E33050216,511,198,232,1,19,14,26,21
E33050217,317,62,179,0,18,11,38,9
E33050218,1152,402,656,3,4,15,41,31
E33050219,306,101,120,1,7,14,56,7
E33050220,389,127,164,4,23,23,40,8
E33050221,287,48,173,2,13,13,31,7
E33050222,767,218,390,5,15,45,72,22
E33050223,414,108,182,3,10,32,64,15
E33050224,457,61,182,5,22,47,133,7
E33050225,306,97,111,4,11,16,54,13
E33050226,311,134,131,0,11,14,18,3
E33050227,449,126,170,2,15,38,83,15
E33050228,569,143,227,6,17,44,113,19
E33050229,252,52,96,0,14,26,58,6
E33050230,316,72,117,6,17,32,63,9
E33050231,368,90,137,2,28,34,65,12
E33050232,390,78,175,4,23,30,74,6
E33050233,350,80,147,2,18,35,58,10
E33050234,254,38,98,2,25,28,55,8
E33050235,344,65,113,5,25,44,83,9
E33050236,373,69,126,6,31,41,91,9
E33050237,354,148,127,1,12,14,45,7
E33050238,298,76,154,0,3,19,39,7
E33050239,375,147,157,2,7,20,28,14
E33050240,640,237,311,1,17,7,19,48
E33050241,256,64,128,0,3,21,34,6
E33050242,370,99,148,3,25,38,48,9
E33050243,328,50,182,5,12,18,59,2
E33050244,436,67,117,9,34,62,119,28
E33050245,729,73,488,1,19,47,81,20
E33050246,417,128,211,2,7,21,30,18
E33050247,331,52,192,3,8,27,36,13
E33050248,554,132,257,4,23,43,75,20
E33050249,368,65,124,3,16,65,87,8
E33050250,490,71,208,3,26,58,101,23
E33050251,372,71,118,2,24,49,97,11
E33050252,547,216,188,2,37,35,50,19
E33050253,291,64,88,4,17,40,69,9
E33050254,275,42,89,6,25,43,62,8
E33050255,297,46,124,2,17,34,60,14
E33050256,298,44,130,5,30,31,52,6
E33050257,467,66,296,5,10,33,54,3
E33050258,418,78,258,1,6,21,50,4
E33050259,902,160,528,7,56,42,93,16
E33050260,598,193,204,12,36,35,86,32
E33050261,345,44,132,1,27,45,89,7
E33050262,256,77,116,2,9,22,24,6
E33050263,329,129,106,2,8,24,55,5
E33050264,642,108,441,2,14,22,41,14
E33050265,233,64,76,1,11,19,48,14
E33050266,577,111,211,5,37,59,145,9
E33050267,251,92,89,5,10,23,31,1
E33050268,481,137,187,9,29,32,74,13
E33050269,474,111,285,4,24,11,33,6
E33050270,699,112,477,5,15,27,57,6
E33050271,383,78,161,5,29,34,60,16
E33050272,264,37,97,7,18,41,55,9
E33050273,264,62,118,1,14,17,33,19
E33050274,313,64,152,0,21,16,51,9
E33050275,230,37,104,4,13,29,39,4
E33050276,480,71,293,3,16,18,39,40
E33050277,420,45,308,1,8,18,29,11
E33050278,326,66,200,1,7,12,36,4
E33050279,346,100,153,4,17,25,32,15
E33050280,272,39,139,1,11,34,42,6
E33050281,255,48,119,3,12,21,49,3
E33050282,287,82,96,4,20,25,53,7
E33050283,370,57,205,3,18,19,63,5
E33050284,337,84,135,5,15,26,58,14
E33050285,307,46,143,3,17,39,54,5
E33050286,856,112,552,6,14,51,107,14
E33050287,616,97,322,6,35,49,100,7
E33050288,590,124,229,4,32,80,107,14
E33050289,281,52,71,4,21,51,76,6
E33050290,254,81,90,3,8,17,48,7
E33050291,646,90,399,6,23,33,82,13
E33050292,435,154,140,6,22,29,62,22
E33050293,374,143,109,5,24,37,48,8
E33050294,456,76,163,6,32,61,101,17
E33050295,366,75,129,5,32,45,71,9
E33050296,324,74,99,4,17,41,78,11
E33050297,500,75,314,6,24,25,50,6
E33050298,377,114,169,2,8,40,40,4
E33050299,1059,170,686,2,39,36,103,23
E33050300,408,94,220,3,21,19,39,12
E33050301,565,114,338,2,15,29,39,28
E33050302,422,131,180,3,8,34,54,12
E33050303,281,87,140,0,4,11,36,3
E33050304,518,168,202,4,18,40,69,17
E33050305,333,66,121,2,10,35,93,6
E33050306,500,172,200,0,11,33,79,5
E33050307,327,85,195,3,18,10,11,5
E33050308,237,51,162,0,1,3,18,2
E33050309,273,75,149,0,7,11,27,4
E33050310,296,98,126,2,7,15,41,7
E33050311,261,85,142,1,4,8,16,5
E33050312,602,98,435,1,16,8,27,17
E33050313,227,79,88,2,11,13,25,9
E33050314,529,88,389,4,5,10,27,6
E33050315,869,295,439,0,15,23,29,68
E33050316,299,70,139,2,10,24,49,5
E33050317,271,74,127,2,6,21,34,7
E33050318,512,255,184,4,14,13,19,23
E33050319,462,169,234,3,5,13,21,17
E33050320,329,72,118,3,25,36,66,9
E33050321,321,125,149,0,7,16,17,7
E33050322,312,64,130,7,20,27,56,8
E33050323,439,117,127,3,30,64,81,17
E33050324,260,64,84,6,7,32,60,7
E33050325,246,68,100,2,10,32,29,5
E33050326,250,69,70,2,17,19,61,12
E33050327,256,62,126,2,10,22,28,6
E33050328,366,76,227,2,11,13,33,4
E33050329,310,85,112,4,12,36,57,4
E33050330,891,113,693,3,12,18,32,20
E33050331,342,32,223,2,8,13,53,11
E33050332,469,33,365,0,12,11,43,5
E33050333,440,138,200,3,6,21,46,26
E33050334,462,151,197,5,16,19,54,20
E33050335,362,110,140,1,19,30,49,13
E33050336,230,39,70,2,20,33,56,10
E33050337,336,145,108,2,22,15,29,15
E33050338,289,92,108,3,13,27,37,9
E33050339,359,65,212,2,11,15,42,12
E33050340,466,109,178,7,29,39,88,16
E33050341,654,155,197,10,59,71,138,24
E33050342,539,84,381,0,10,16,41,7
E33050343,295,141,76,2,17,19,35,5
E33050344,270,49,145,3,14,10,43,6
E33050345,400,147,121,2,10,25,46,49
E33050346,433,120,186,6,23,29,58,11
E33050347,294,82,118,0,13,20,53,8
E33050348,654,118,431,3,16,30,47,9
E33050349,508,121,297,2,10,20,51,7
E33050350,980,152,701,3,18,35,62,9
E33050351,1208,184,934,0,19,11,29,31
E33050352,345,141,144,2,9,16,26,7
E33050353,285,83,101,0,4,38,52,7
E33050354,587,56,487,1,9,8,18,8
E33050355,331,95,166,0,6,17,28,19
E33050356,731,303,328,1,26,28,30,15
E33050357,461,106,227,2,15,33,44,34
E33050358,279,77,82,0,16,35,60,9
E33050359,250,47,88,7,17,35,51,5
E33050360,470,91,252,2,18,25,70,12
E33050361,280,45,95,6,22,30,65,17
E33050362,391,37,251,2,25,27,47,2
E33050363,260,37,62,2,31,42,69,17
E33050364,447,111,191,7,14,47,68,9
E33050365,296,61,69,4,15,49,91,7
E33050366,328,90,136,2,9,27,56,8
E33050367,446,100,178,4,11,44,95,14
E33050368,380,87,159,3,15,29,70,17
E33050369,708,161,363,7,26,45,73,33
E33050370,320,104,161,0,3,8,13,31
E33050371,585,157,314,3,9,21,55,26
E33050372,516,145,216,5,17,39,86,8
E33050373,531,45,333,5,19,36,85,8
E33050374,326,67,101,6,16,55,63,18
E33050375,342,103,128,4,19,24,41,23
E33050376,382,62,125,3,25,47,103,17
E33050377,274,84,116,2,9,15,40,8
E33050378,616,229,283,2,7,19,59,17
E33050379,341,32,249,1,8,10,38,3
E33050380,470,153,255,0,9,16,34,3
E33050381,244,72,101,1,9,23,30,8
E33050382,395,88,201,5,15,28,53,5
E33050383,341,62,133,4,30,35,68,9
E33050384,300,85,96,0,19,47,43,10
E33050385,365,45,179,3,19,27,77,15
E33050386,269,44,101,6,20,40,47,11
E33050387,251,28,169,3,8,12,25,6
E33050388,416,102,220,3,22,20,23,26
E33050389,315,82,145,5,14,21,34,14
E33050390,312,108,149,1,2,9,34,9
E33050391,352,91,145,3,6,29,74,4
E33050392,494,104,320,0,13,15,29,13
E33050393,481,129,232,1,14,16,41,48
E33050394,299,91,125,3,22,18,29,11
E33050395,414,120,193,7,24,22,39,9
E33050396,285,55,122,3,4,26,67,8
E33050397,360,72,184,3,13,24,53,11
E33050398,302,74,179,1,9,13,21,5
E33050399,251,44,147,3,4,11,27,15
E33050400,251,74,116,3,13,8,28,9
E33050401,533,79,366,0,20,13,44,11
E33050402,1248,97,1090,0,5,14,31,11
E33050403,288,65,187,1,5,8,17,5
E33050404,266,57,141,2,16,20,26,4
E33050405,304,66,154,1,9,15,37,22
E33050406,742,204,466,0,17,14,28,13
E33050407,686,217,373,3,18,20,39,16
E33050408,667,199,339,4,19,25,63,18
E33050409,344,83,130,1,22,38,64,6
E33050410,1366,196,1083,5,7,9,58,8
E33050411,400,154,201,2,6,11,19,7
E33050412,378,112,220,2,12,5,12,15
E33050413,437,123,253,0,12,11,29,9
E33050414,327,102,164,1,7,17,27,9
E33050415,600,159,326,6,20,25,30,34
E33050416,571,200,279,4,12,26,24,26
E33050417,258,61,111,1,7,32,42,4
E33050418,271,73,126,4,10,26,27,5
E33050419,357,54,131,4,14,54,88,12
E33050420,242,74,131,1,2,8,19,7
E33050421,394,92,133,3,23,52,72,19
E33050422,579,265,188,9,28,18,51,20
E33050423,486,156,220,3,25,17,36,29
E33050424,261,83,120,0,4,17,35,2
E33050425,383,100,170,3,12,26,56,16
E33050426,631,202,236,5,26,33,63,66
E33050427,1097,93,922,2,4,18,48,10
E33050428,281,73,129,2,13,24,34,6
E33050429,259,35,126,3,26,24,39,6
E33050430,324,77,123,5,19,30,62,8
E33050431,452,69,219,4,18,34,91,17
E33050432,387,61,159,6,22,51,77,11
E33050433,501,94,276,5,39,23,43,21
E33050434,479,143,240,6,4,30,45,11
E33050435,433,86,157,3,28,48,69,42
E33050436,645,211,384,1,6,17,17,9
E33050437,272,50,100,7,13,34,61,7
E33050438,217,35,85,1,11,26,50,9
E33050439,256,63,129,0,13,13,32,6
E33050440,363,70,188,2,16,33,47,7
E33050441,245,45,110,0,14,30,39,7
E33050442,377,75,182,2,15,26,71,6
E33050443,329,77,132,1,11,26,56,26
E33050444,402,153,153,5,13,23,20,35
E33050445,333,120,103,3,18,18,58,13
E33050446,279,82,120,6,18,24,26,3
E33050447,369,106,145,6,22,33,52,5
E33050448,304,132,108,0,4,14,24,22
E33050449,314,91,132,4,11,31,41,4
E33050450,261,65,137,2,10,15,27,5
E33050451,292,49,98,5,11,48,77,4
E33050452,272,78,97,1,8,32,48,8
E33050453,223,42,71,4,21,22,61,2
E33050454,277,74,58,4,27,37,69,8
E33050455,1662,282,1250,3,8,33,58,28
E33050456,417,63,218,2,11,46,66,11
E33050457,394,91,113,6,36,42,90,16
E33050458,267,34,120,1,17,30,59,6
E33050459,496,139,230,2,13,42,59,11
E33050460,341,63,108,3,40,44,78,5
E33050461,269,70,64,3,17,34,77,4
E33050462,333,58,101,2,26,46,95,5
E33050463,555,141,292,9,22,28,50,13
E33050464,253,63,90,5,20,31,35,9
E33050465,260,56,71,4,21,42,55,11
E33050466,372,44,108,6,30,70,107,7
E33050467,582,210,285,4,16,21,38,8
E33050468,478,110,183,4,32,52,75,22
E33050469,377,59,120,11,29,45,102,11
E33050470,281,48,88,1,19,39,83,3
E33050471,554,130,235,5,30,37,102,15
E33050472,333,41,82,5,28,44,127,6
E33050473,227,51,125,0,7,10,34,0
E33050474,368,54,174,7,18,41,62,12
E33050475,267,41,143,3,16,18,36,10
E33050476,696,130,382,3,23,49,96,13
E33050477,358,98,115,3,24,61,49,8
E33050478,245,29,144,4,7,20,39,2
E33050479,255,58,107,1,13,28,31,17
E33050480,431,101,141,3,18,62,87,19
E33050481,322,61,157,6,27,18,34,19
E33050482,245,50,92,4,27,24,43,5
E33050483,367,47,236,1,6,25,47,5
E33050484,711,220,381,2,19,31,37,21
E33050485,767,194,445,5,12,53,43,15
E33050486,299,62,101,3,23,32,66,12
E33050487,345,93,135,2,9,32,52,22
E33050488,672,163,372,1,30,27,43,36
E33050489,366,80,178,3,15,32,42,16
E33050490,329,81,155,1,31,20,35,6
E33050491,309,99,140,0,5,25,38,2
E33050492,241,35,75,2,26,40,61,2
E33050493,292,45,129,4,19,33,51,11
E33050494,304,45,203,4,9,15,26,2
E33050495,517,125,286,4,10,30,55,7
E33050496,302,53,103,4,19,47,71,5
E33050497,290,43,151,3,11,18,60,4
E33050498,294,100,120,2,6,23,38,5
E33050499,1178,141,958,2,2,22,42,11
E33050500,364,85,156,1,9,38,68,7
E33050501,626,220,287,2,14,12,17,74
E33050502,665,80,492,2,16,24,38,13
E33050503,545,204,278,1,5,21,21,15
E33050504,529,125,338,2,5,14,43,2
E33050505,372,89,240,3,4,9,24,3
E33050506,345,74,225,3,2,10,17,14
E33050507,401,172,182,3,5,10,25,4
