GeographyCode,WP201EW0001,WP201EW0002,WP201EW0003,WP201EW0004,WP201EW0005,WP201EW0006,WP201EW0007,WP201EW0008,WP201EW0009,WP201EW0010,WP201EW0011,WP201EW0012,WP201EW0013,WP201EW0014,WP201EW0015,WP201EW0016,WP201EW0017,WP201EW0018,WP201EW0019
E33037164,333,222,3,0,25,3,1,2,4,35,7,1,1,15,8,2,1,0,3
E33037165,821,504,13,0,51,5,2,9,4,110,23,2,6,45,12,18,3,4,10
E33037166,702,293,9,0,52,5,1,9,4,133,74,4,2,52,24,9,2,13,16
E33037167,372,139,1,0,37,3,2,1,3,73,65,3,1,12,15,6,0,4,7
E33037168,309,106,3,0,28,2,0,3,1,55,59,0,4,13,10,9,4,5,7
E33037169,355,133,4,0,35,2,0,0,0,70,43,1,0,24,29,7,1,1,5
E33037170,367,115,0,1,66,2,0,1,1,62,37,1,3,30,15,14,7,2,10
E33037171,785,330,19,0,70,6,1,7,1,117,114,2,5,46,19,17,4,5,22
E33037172,397,133,3,0,43,5,1,3,4,75,69,3,1,29,13,6,1,2,6
E33037173,307,157,4,0,13,2,4,1,0,37,34,0,1,9,21,10,4,0,10
E33037174,277,80,2,0,24,1,0,0,1,54,46,1,1,14,33,11,3,3,3
E33037175,465,179,1,0,95,3,1,1,7,62,22,5,23,24,20,8,2,3,9
E33037176,280,201,4,0,18,0,0,1,2,20,13,3,0,8,5,3,0,0,2
E33037177,257,176,4,0,30,1,0,0,1,16,2,0,4,8,8,2,0,1,4
E33037178,226,173,4,0,20,1,0,0,1,6,6,0,1,6,5,0,0,0,3
E33037179,246,191,3,0,33,0,1,3,3,4,2,1,1,1,1,0,0,0,2
E33037180,374,314,3,0,18,3,0,2,1,7,12,2,0,6,3,1,0,0,2
E33037181,424,307,9,0,15,0,1,1,1,8,65,1,2,6,5,0,0,1,2
E33037182,302,241,8,0,14,0,2,0,3,10,5,0,4,3,4,6,0,1,1
E33037183,467,303,13,0,65,1,3,1,1,19,22,0,12,10,6,4,0,4,3
E33037184,256,201,2,0,22,2,0,1,3,6,2,4,0,6,5,1,1,0,0
E33037185,786,571,33,0,62,2,0,3,6,45,17,1,10,12,6,9,0,2,7
E33037186,273,231,6,0,19,1,0,1,1,6,3,0,0,1,2,1,0,1,0
E33037187,280,233,1,0,25,0,1,0,2,2,4,0,2,2,3,3,0,1,1
E33037188,257,205,8,0,19,1,1,2,1,8,1,0,2,2,2,2,2,0,1
E33037189,338,254,3,0,38,2,0,2,1,13,8,2,1,10,0,1,2,0,1
E33037190,241,167,4,2,44,2,0,1,1,2,2,0,4,5,2,4,0,0,1
E33037191,413,269,3,0,48,1,2,1,3,32,13,0,5,11,7,5,3,1,9
E33037192,1040,705,7,1,102,10,2,14,9,79,52,3,0,30,9,5,3,1,8
E33037193,530,327,5,0,123,3,1,4,3,26,8,1,2,11,1,3,1,9,2
E33037194,211,108,3,0,40,5,0,6,2,17,11,0,2,10,4,1,0,0,2
E33037195,194,121,0,0,25,0,0,3,2,9,3,0,4,22,0,1,1,2,1
E33037196,297,220,1,0,12,4,2,1,0,26,8,2,1,5,2,7,1,2,3
E33037197,518,431,8,0,25,3,0,1,1,22,8,0,2,7,2,2,0,0,6
E33037198,315,230,4,1,32,2,1,3,1,9,7,1,1,1,5,7,0,4,6
E33037199,439,317,2,0,39,1,0,3,5,23,7,1,18,13,5,2,1,1,1
E33037200,214,134,3,0,17,5,1,1,2,29,5,0,0,9,3,2,0,2,1
E33037201,563,374,5,0,39,2,0,2,7,47,43,2,2,12,7,5,1,4,11
E33037202,430,312,10,0,48,4,0,1,1,18,10,1,4,12,4,4,0,0,1
E33037203,202,138,2,0,31,1,0,1,1,7,3,4,5,8,0,0,1,0,0
E33037204,236,177,4,0,19,2,0,1,0,12,5,0,1,7,5,1,1,1,0
E33037205,349,259,7,0,25,1,0,1,4,30,4,1,1,1,10,2,0,3,0
E33037206,1545,1075,25,0,143,4,2,14,7,116,26,2,19,32,38,20,3,4,15
E33037207,978,654,14,0,92,1,2,4,4,95,27,3,9,24,17,16,2,3,11
E33037208,433,358,5,0,37,2,0,4,1,3,4,1,2,4,6,0,3,0,3
E33037209,237,175,15,3,16,0,0,1,2,13,5,0,0,5,2,0,0,0,0
E33037210,315,264,2,0,24,0,1,2,1,11,1,0,1,5,0,2,0,0,1
E33037211,384,351,5,0,9,0,0,6,1,1,0,1,0,7,2,1,0,0,0
E33037212,879,489,5,1,116,4,2,1,2,139,45,4,5,31,12,5,4,4,10
E33037213,217,142,2,0,27,2,1,0,0,9,4,2,2,10,10,4,1,0,1
E33037214,224,160,3,0,25,0,1,5,0,13,7,0,2,2,1,1,3,1,0
E33037215,541,330,7,1,41,7,2,6,0,44,61,2,3,13,13,0,2,2,7
E33037216,1248,835,20,0,129,7,5,9,4,103,22,5,29,27,18,12,4,4,15
E33037217,402,286,4,0,21,4,2,3,0,29,14,2,9,24,1,0,3,0,0
E33037218,775,551,6,2,33,7,1,6,5,61,59,3,5,19,2,5,0,4,6
E33037219,544,397,3,0,43,6,0,5,0,39,19,2,4,15,2,4,2,0,3
E33037220,190,138,5,0,12,2,0,1,3,16,5,0,2,5,0,1,0,0,0
E33037221,303,197,1,0,39,0,1,4,3,26,11,0,1,9,4,4,0,1,2
E33037222,223,179,2,0,12,0,0,0,3,12,3,0,0,5,4,3,0,0,0
E33037223,303,229,2,0,39,1,0,2,0,12,4,0,3,3,3,1,0,0,4
E33037224,872,695,10,1,37,6,0,2,2,38,34,1,7,14,8,6,4,3,4
E33037225,535,385,6,0,58,1,0,0,2,29,12,4,4,16,5,3,0,3,7
E33037226,2354,1839,31,1,136,9,2,9,10,148,35,3,28,33,31,18,1,10,10
E33037227,760,593,9,0,29,9,2,6,3,29,34,5,2,10,9,10,4,6,0
E33037228,378,301,2,0,24,0,0,0,0,14,3,5,15,8,1,4,1,0,0
E33037229,284,203,3,1,27,2,1,3,3,6,8,2,1,8,14,1,1,0,0
E33037230,6871,5096,103,3,595,29,5,44,41,376,94,10,54,128,107,89,15,23,59
E33037231,1148,906,14,1,81,7,2,8,3,36,21,0,2,24,16,20,2,2,3
E33037232,1030,786,12,0,56,3,7,5,4,82,19,2,8,12,11,14,0,5,4
E33037233,559,424,4,0,63,3,1,2,1,24,15,0,1,12,2,3,0,1,3
E33037234,398,341,2,0,13,1,0,3,1,12,4,2,4,5,4,3,2,1,0
E33037235,366,331,1,0,5,2,0,3,0,11,8,0,0,1,1,1,0,0,2
E33037236,1114,969,14,0,45,5,0,3,1,27,13,1,5,4,13,6,2,0,6
E33037237,365,318,0,0,27,1,0,3,0,6,3,0,2,1,1,0,0,1,2
E33037238,359,296,2,0,9,5,2,1,2,15,15,1,1,5,2,1,1,1,0
E33037239,340,258,4,0,41,2,3,2,1,4,7,0,1,4,5,3,3,0,2
E33037240,258,221,5,0,12,0,0,1,3,4,7,1,1,2,1,0,0,0,0
E33037241,365,326,2,0,16,3,1,2,0,6,1,0,0,0,1,5,0,0,2
E33037242,465,354,9,0,39,2,1,4,3,23,5,0,2,5,7,6,4,0,1
E33037243,407,369,3,0,13,1,0,1,0,5,2,0,2,4,2,3,1,0,1
E33037244,224,189,2,0,16,2,1,1,1,4,0,0,0,2,5,0,0,1,0
E33037245,769,662,3,0,37,5,1,5,1,13,7,0,10,17,2,3,0,1,2
E33037246,687,523,1,2,27,6,1,6,2,39,27,2,7,11,20,3,4,2,4
E33037247,289,267,3,0,7,0,2,0,0,3,2,0,0,2,0,1,0,1,1
E33037248,346,306,5,0,16,1,0,0,1,8,2,0,0,3,1,0,0,1,2
E33037249,676,504,14,0,73,2,1,4,2,17,5,0,11,20,11,6,0,2,4
E33037250,408,365,4,1,18,0,1,1,3,9,0,1,3,0,0,0,1,0,1
E33037251,273,238,4,0,14,1,0,0,0,1,2,3,1,2,1,2,3,0,1
E33037252,228,202,0,1,10,0,0,3,2,2,1,0,0,3,2,1,0,1,0
E33037253,329,261,3,0,19,1,1,2,3,5,7,1,3,9,4,5,0,1,4
E33037254,422,262,3,0,31,1,0,3,0,23,14,2,3,50,16,7,3,0,4
E33037255,288,249,6,1,12,2,0,2,1,5,1,0,4,1,1,1,1,0,1
E33037256,455,385,4,1,19,2,0,3,1,10,12,9,2,2,1,3,0,1,0
E33037257,201,167,2,0,16,3,0,1,0,4,0,0,3,1,1,2,1,0,0
E33037258,263,199,1,0,15,2,0,4,0,12,6,7,8,7,1,0,0,0,1
E33037259,445,359,2,0,32,1,2,6,2,11,12,0,1,6,5,2,1,0,3
E33037260,323,286,2,0,14,3,0,1,1,7,3,0,1,3,2,0,0,0,0
E33037261,348,296,4,0,23,1,1,0,0,9,1,0,0,5,5,1,1,0,1
E33037262,1398,1046,22,0,95,7,1,6,7,77,26,2,26,28,28,10,4,6,7
E33037263,755,590,21,0,49,1,1,3,7,34,13,2,5,9,6,5,3,3,3
E33037264,359,272,4,0,30,2,0,1,1,16,6,0,10,6,4,2,0,2,3
E33037265,351,297,2,2,5,1,0,1,0,11,8,1,2,8,5,1,1,2,4
E33037266,220,202,0,0,9,1,0,0,0,2,2,0,1,2,1,0,0,0,0
E33037267,237,185,0,0,43,0,0,2,2,2,0,0,0,1,1,1,0,0,0
E33037268,327,295,5,0,18,0,0,1,1,2,2,0,1,0,0,0,0,0,2
E33037269,322,270,6,0,16,2,0,0,3,10,0,0,4,2,4,0,1,1,3
E33037270,550,468,4,0,26,5,2,3,1,12,5,0,0,5,13,2,2,2,0
E33037271,210,182,6,0,8,0,1,1,0,3,1,2,2,1,1,2,0,0,0
E33037272,275,232,1,0,17,2,1,3,4,4,1,1,0,1,7,0,1,0,0
E33037273,467,377,9,0,32,4,1,6,1,11,3,1,1,5,7,5,1,2,1
E33037274,331,261,4,0,37,0,1,1,1,9,1,1,2,5,6,1,1,0,0
E33037275,307,270,1,1,6,2,0,1,1,2,7,1,2,2,3,8,0,0,0
E33037276,329,287,4,0,13,7,0,0,1,3,1,1,2,5,3,2,0,0,0
E33037277,417,349,4,0,24,0,0,4,1,8,6,0,2,8,6,2,1,0,2
E33037278,1190,887,6,0,51,14,1,3,9,52,9,17,4,34,76,17,6,1,3
E33037279,214,171,0,0,6,0,1,2,1,10,5,0,1,5,5,5,1,0,1
E33037280,1328,887,12,0,216,7,1,4,2,26,7,11,14,53,66,15,2,2,3
E33037281,217,156,3,0,12,1,0,1,2,14,4,11,0,2,10,0,0,0,1
E33037282,307,239,2,0,13,1,0,3,1,11,4,6,0,9,12,4,1,0,1
E33037283,373,293,5,1,23,1,1,2,0,11,7,3,4,1,12,6,2,0,1
E33037284,219,177,1,0,7,0,0,0,5,9,1,1,4,2,6,6,0,0,0
E33037285,334,270,1,0,10,2,2,4,2,8,5,1,1,7,16,2,2,0,1
E33037286,840,714,11,0,32,2,4,4,4,21,3,4,8,9,14,4,4,1,1
E33037287,517,433,3,0,29,4,0,1,3,10,7,3,3,5,10,4,0,1,1
E33037288,198,170,4,0,3,1,0,2,1,4,1,1,3,4,1,2,0,0,1
E33037289,355,261,1,0,52,5,0,1,2,10,2,0,8,3,7,1,0,1,1
E33037290,888,737,15,0,24,6,3,3,3,20,5,3,14,7,21,19,5,1,2
E33037291,508,353,1,0,13,3,0,0,4,86,2,0,1,21,14,2,4,1,3
E33037292,976,799,9,1,38,10,2,6,3,29,9,5,11,13,19,12,3,0,7
E33037293,204,168,3,0,7,0,0,1,0,6,0,1,7,3,5,1,1,0,1
E33037294,186,152,1,0,7,0,4,1,4,5,0,1,0,5,5,1,0,0,0
E33037295,373,276,2,0,38,4,0,1,2,16,3,10,3,7,5,4,1,1,0
E33037296,2760,2140,15,0,138,35,14,18,25,80,46,16,16,56,83,31,19,5,23
E33037297,916,696,7,0,44,13,2,4,7,54,13,8,16,9,24,12,2,1,4
E33037298,240,202,3,0,10,1,0,1,2,4,2,1,2,4,6,2,0,0,0
E33037299,223,208,3,0,4,1,0,0,0,1,0,0,0,1,4,0,1,0,0
E33037300,851,632,4,0,128,4,1,2,1,13,7,1,6,11,25,8,4,2,2
E33037301,264,231,0,0,4,1,0,0,0,9,0,4,6,8,1,0,0,0,0
E33037302,1601,1464,6,1,19,8,3,5,7,29,11,2,4,14,11,10,2,1,4
E33037303,1156,864,4,1,153,4,0,3,7,24,9,1,14,39,21,10,0,0,2
E33037304,213,177,2,0,7,1,1,0,3,10,1,1,5,0,2,3,0,0,0
E33037305,893,752,7,0,47,4,1,3,7,16,18,2,1,15,10,8,0,1,1
E33037306,829,542,8,0,167,4,0,8,3,11,22,2,9,27,15,3,2,3,3
E33037307,322,261,3,0,12,0,1,2,2,16,5,0,4,6,7,2,0,0,1
E33037308,286,226,3,0,18,0,1,1,4,8,2,0,3,15,1,2,2,0,0
E33037309,168,124,0,0,32,0,0,1,1,5,0,0,0,2,2,0,0,0,1
E33037310,764,637,3,0,36,5,3,6,3,16,9,3,1,12,9,16,1,1,3
E33037311,483,381,2,0,28,4,0,1,0,21,6,1,12,11,10,4,2,0,0
E33037312,238,187,4,0,17,1,1,0,3,7,1,0,1,1,10,3,1,0,1
E33037313,264,206,2,0,25,0,0,3,1,4,2,0,5,7,4,5,0,0,0
E33037314,594,466,3,0,58,6,3,4,1,12,3,0,2,4,20,8,2,0,2
E33037315,334,238,5,0,30,3,0,1,2,6,2,0,10,18,12,1,1,5,0
E33037316,205,174,1,0,2,1,0,1,1,4,2,0,10,3,3,1,0,2,0
E33037317,518,469,5,0,14,1,0,0,1,3,1,9,0,5,5,1,1,0,3
E33037318,263,235,4,0,5,0,0,0,0,2,2,7,1,1,6,0,0,0,0
E33037319,703,573,12,0,39,3,3,1,7,25,6,3,3,5,13,3,1,3,3
E33037320,341,260,11,0,24,0,1,0,0,22,3,0,6,5,4,1,0,0,4
E33037321,376,323,0,0,18,1,4,3,1,14,2,2,1,1,3,2,1,0,0
E33037322,406,304,4,0,42,2,0,1,2,8,2,1,10,10,9,3,5,2,1
E33037323,528,420,2,0,24,2,3,2,2,26,8,3,4,11,11,5,3,1,1
E33037324,631,511,3,0,65,7,0,1,1,8,5,4,0,7,12,2,2,0,3
E33037325,208,173,1,0,25,1,0,0,0,3,2,0,0,1,2,0,0,0,0
E33037326,215,141,0,0,18,0,1,1,2,12,3,0,10,4,18,5,0,0,0
E33037327,323,264,5,0,21,4,1,1,4,6,1,2,0,2,4,7,0,0,1
E33037328,462,345,4,0,52,0,1,0,1,27,10,0,3,6,6,3,0,1,3
E33037329,366,312,4,0,22,0,0,2,0,9,3,1,1,4,5,2,0,1,0
E33037330,247,191,1,0,28,2,1,1,2,5,2,0,3,2,3,5,0,1,0
E33037331,708,597,4,0,35,5,2,0,7,18,2,3,4,4,10,12,2,2,1
E33037332,223,172,3,0,16,0,2,0,0,10,2,3,0,3,5,2,1,1,3
E33037333,308,261,5,0,12,1,0,3,4,2,3,0,4,3,4,2,2,0,2
E33037334,358,319,5,0,11,1,0,1,1,8,1,6,2,2,0,0,1,0,0
E33037335,766,655,8,1,53,1,1,2,2,13,5,0,3,9,1,8,1,0,3
E33037336,676,561,12,0,42,1,0,3,3,18,4,5,2,6,5,11,3,0,0
E33037337,340,259,4,0,19,1,1,3,1,20,9,3,2,5,4,6,1,1,1
E33037338,316,258,2,0,31,2,0,2,0,7,2,0,2,3,3,2,0,0,2
E33037339,323,235,6,0,32,1,0,1,1,6,0,0,1,17,17,5,0,0,1
E33037340,1408,1118,12,0,99,10,5,5,10,44,18,3,14,17,37,11,1,0,4
E33037341,318,248,3,0,24,1,2,0,4,4,3,0,5,6,11,2,1,1,3
E33037342,1405,815,7,0,322,4,4,2,12,41,18,4,12,36,99,12,8,3,6
E33037343,467,363,4,0,20,2,2,5,3,22,5,2,7,2,16,6,4,2,2
E33037344,276,227,4,0,18,1,0,1,0,18,0,0,0,3,3,1,0,0,0
E33037345,575,254,3,0,101,3,0,4,4,55,36,23,13,40,27,6,2,0,4
E33037346,209,168,1,0,7,0,0,0,0,4,3,6,2,3,8,2,2,0,3
E33037347,422,380,6,0,10,2,0,0,1,9,2,2,0,0,5,4,1,0,0
E33037348,726,445,7,0,130,4,4,1,3,16,8,3,4,22,61,7,6,1,4
E33037349,333,279,4,2,18,0,4,1,3,2,0,0,7,4,2,4,0,1,2
E33037350,225,160,5,0,38,2,2,3,2,4,1,0,1,2,0,1,0,3,1
E33037351,304,249,4,0,16,1,1,1,3,8,0,1,2,10,2,0,0,4,2
E33037352,5051,3722,124,5,462,25,11,37,57,136,17,7,31,199,114,22,13,29,40
E33037353,893,790,12,2,46,3,2,7,1,7,2,4,2,3,4,2,0,4,2
E33037354,305,259,3,1,22,2,0,0,3,6,1,2,0,1,3,0,0,2,0
E33037355,900,723,12,0,73,4,4,9,11,11,3,1,3,12,14,2,1,6,11
E33037356,568,492,10,1,34,3,4,3,3,5,0,0,0,6,4,0,2,0,1
E33037357,941,832,13,0,48,3,0,3,6,5,4,1,3,7,6,6,1,2,1
E33037358,745,580,17,1,83,4,2,7,4,11,1,2,9,6,8,0,0,2,8
E33037359,913,732,17,1,88,5,0,6,3,12,0,7,8,6,13,2,5,3,5
E33037360,1033,953,4,0,35,5,1,4,2,8,1,2,3,1,7,1,0,4,2
E33037361,430,396,3,0,7,2,2,0,4,3,1,2,2,0,6,0,0,1,1
E33037362,328,293,4,0,10,0,0,0,2,2,0,3,3,3,3,0,0,2,3
E33037363,242,212,3,0,19,3,0,2,0,0,2,0,0,1,0,0,0,0,0
E33037364,579,461,5,0,64,1,3,14,6,6,0,0,2,4,3,3,2,2,3
E33037365,233,199,2,0,19,1,0,2,3,2,0,0,1,0,3,1,0,0,0
E33037366,214,189,3,0,10,1,0,1,0,3,0,3,1,1,0,1,1,0,0
E33037367,315,258,8,0,32,2,2,6,1,2,0,2,0,1,1,0,0,0,0
E33037368,291,247,5,0,27,1,0,2,1,0,1,0,0,2,0,1,2,1,1
E33037369,2995,2385,32,0,387,22,12,13,27,41,3,3,10,12,18,8,3,8,11
E33037370,464,363,4,1,57,1,1,9,4,7,1,1,5,1,2,1,1,2,3
E33037371,511,419,1,0,62,1,3,3,2,3,0,2,0,7,4,3,0,0,1
E33037372,479,342,7,0,81,4,2,5,5,5,0,1,4,8,6,1,1,2,5
E33037373,313,215,3,0,63,0,1,2,2,4,0,3,1,2,3,6,0,3,5
E33037374,706,569,6,1,82,1,1,6,5,1,0,0,6,6,7,3,2,2,8
E33037375,228,126,1,0,29,1,0,2,4,2,0,10,27,14,2,0,2,7,1
E33037376,453,358,3,0,39,4,2,4,3,6,1,2,5,3,10,5,0,4,4
E33037377,519,430,5,0,41,2,5,6,7,7,1,0,2,5,3,3,0,1,1
E33037378,762,653,5,0,41,2,4,8,7,11,2,3,2,4,8,5,0,1,6
E33037379,293,193,4,1,60,1,2,3,5,3,0,0,2,7,6,3,0,1,2
E33037380,297,226,4,1,31,2,5,5,3,3,0,1,1,2,1,4,0,5,3
E33037381,962,743,7,1,83,9,6,12,9,12,2,12,9,11,20,6,2,4,14
E33037382,530,441,3,0,33,3,4,6,6,12,1,1,5,3,7,0,0,2,3
E33037383,542,417,5,0,59,7,1,9,6,7,3,0,8,6,8,1,2,0,3
E33037384,657,507,4,0,55,7,3,6,4,14,3,6,11,8,7,2,2,10,8
E33037385,1217,915,27,0,158,10,5,10,11,12,5,2,6,17,12,6,4,6,11
E33037386,196,139,1,0,40,2,2,0,3,0,0,0,1,2,3,1,0,1,1
E33037387,239,171,2,0,39,2,1,3,4,0,0,4,1,2,2,2,1,3,2
E33037388,266,208,2,0,28,4,1,2,4,5,1,2,2,4,0,1,0,1,1
E33037389,289,220,8,0,31,3,3,3,1,6,1,1,3,1,3,1,0,1,3
E33037390,895,688,11,0,101,10,6,8,14,12,2,0,2,13,6,1,0,8,13
E33037391,377,283,5,0,53,6,0,5,1,6,0,0,2,9,1,1,2,2,1
E33037392,551,466,6,1,38,2,3,6,4,8,1,0,1,5,7,1,1,0,1
E33037393,738,603,7,2,68,6,1,10,9,7,0,1,2,4,5,3,2,3,5
E33037394,205,134,1,0,39,2,0,4,8,3,0,0,5,4,2,0,0,2,1
E33037395,441,351,6,0,35,0,4,1,8,5,4,4,3,10,1,2,1,4,2
E33037396,239,205,6,0,12,0,0,0,3,3,0,0,1,3,1,1,2,0,2
E33037397,320,239,2,0,37,1,1,2,3,5,1,0,16,9,2,1,0,1,0
E33037398,1158,882,10,3,164,7,5,5,3,9,5,13,7,10,25,1,1,3,5
E33037399,497,402,5,0,42,3,3,4,7,4,1,1,5,7,2,0,2,5,4
E33037400,404,335,8,0,29,7,1,2,3,3,0,2,3,7,1,1,0,0,2
E33037401,1458,1159,27,2,150,8,4,13,20,13,0,3,13,14,13,4,0,9,6
E33037402,467,420,5,1,22,0,2,4,1,2,0,0,0,0,4,1,1,2,2
E33037403,244,196,2,0,24,0,0,2,0,4,2,1,3,6,2,1,0,1,0
E33037404,788,659,8,0,54,8,2,9,7,8,0,1,3,7,5,4,0,7,6
E33037405,265,204,3,1,13,4,4,4,2,7,2,4,4,3,7,0,0,1,2
E33037406,325,261,5,0,23,0,0,3,4,4,0,9,5,4,4,1,0,0,2
E33037407,227,176,1,0,32,1,3,1,0,3,0,1,1,4,2,0,1,1,0
E33037408,699,586,28,0,41,3,1,7,5,4,0,3,3,10,1,2,0,2,3
E33037409,219,175,4,0,24,0,0,0,1,1,0,0,5,4,1,3,0,0,1
E33037410,478,391,11,0,52,1,1,3,2,2,0,1,3,8,0,1,2,0,0
E33037411,535,459,8,0,37,3,2,2,3,4,1,0,6,5,2,0,0,0,3
E33037412,611,482,15,1,60,9,3,4,3,9,1,3,2,5,10,1,1,0,2
E33037413,232,189,1,0,23,0,0,1,3,4,1,0,2,3,1,1,0,2,1
E33037414,356,274,4,0,40,3,2,5,4,1,0,2,5,5,2,1,1,5,2
E33037415,471,362,4,0,43,2,2,3,4,12,3,3,4,8,11,2,0,4,4
E33037416,704,574,8,0,51,6,5,6,8,12,2,0,2,5,15,1,0,5,4
E33037417,481,403,5,0,48,2,1,0,5,2,1,0,2,3,4,0,0,4,1
E33037418,141,122,1,0,11,0,0,3,4,0,0,0,0,0,0,0,0,0,0
E33037419,560,429,7,0,83,4,0,1,7,5,0,0,3,8,2,4,1,1,5
E33037420,284,216,4,2,40,1,0,6,2,1,0,0,1,5,1,5,0,0,0
E33037421,619,506,11,0,59,3,4,7,6,1,1,0,8,3,3,3,1,0,3
E33037422,331,307,3,0,8,0,1,1,1,1,2,3,0,1,0,2,0,1,0
E33037423,238,211,2,0,12,1,0,1,1,3,0,0,1,0,3,1,1,0,1
E33037424,277,242,2,0,12,1,0,2,1,1,1,3,1,2,3,0,0,1,5
E33037425,2363,2008,24,0,132,9,11,17,21,34,4,8,9,16,38,12,3,8,9
E33037426,315,279,0,0,18,0,0,0,3,4,0,0,4,0,4,0,0,2,1
E33037427,446,381,4,1,35,2,1,2,2,7,1,0,2,1,2,2,0,1,2
E33037428,653,553,14,0,45,0,1,3,8,8,1,1,4,3,2,3,0,2,5
E33037429,504,445,8,0,29,1,1,4,0,3,1,0,1,1,4,5,0,0,1
E33037430,287,241,3,0,18,0,1,1,2,4,1,1,2,2,2,0,1,4,4
E33037431,1190,1044,15,1,42,8,5,10,10,11,1,4,11,9,10,2,0,1,6
E33037432,483,408,10,0,25,0,1,6,4,4,0,7,4,2,2,1,1,5,3
E33037433,374,329,6,0,13,1,2,3,2,3,0,0,0,5,2,0,1,3,4
E33037434,399,346,0,0,11,1,1,11,0,8,0,1,6,6,2,2,0,1,3
E33037435,926,855,4,2,26,1,1,3,4,3,2,4,9,1,1,7,0,0,3
E33037436,302,277,1,0,5,1,0,2,1,5,1,1,2,2,2,0,1,0,1
E33037437,493,462,4,0,5,1,1,3,0,6,0,0,3,1,3,1,0,1,2
E33037438,3787,3522,12,0,58,17,8,11,16,23,19,1,8,13,21,37,9,6,6
E33037439,678,661,2,0,4,2,1,1,0,1,1,0,0,1,1,3,0,0,0
E33037440,474,332,10,0,68,0,1,1,1,12,2,1,18,10,6,3,1,4,4
E33037441,224,216,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,1
E33037442,250,238,0,0,8,2,0,0,0,1,0,0,1,0,0,0,0,0,0
E33037443,281,269,0,0,7,1,1,0,0,0,0,0,0,2,0,1,0,0,0
E33037444,207,200,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0
E33037445,281,267,1,1,6,0,1,0,1,0,0,0,0,3,1,0,0,0,0
E33037446,342,315,0,0,9,3,0,0,4,2,0,1,1,2,3,0,1,1,0
E33037447,225,214,0,0,7,0,0,1,1,2,0,0,0,0,0,0,0,0,0
E33037448,220,213,1,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0
E33037449,1154,1083,7,0,19,3,1,5,4,5,1,5,3,4,6,5,1,1,1
E33037450,280,263,0,1,9,1,0,1,1,2,0,0,0,1,1,0,0,0,0
E33037451,5695,4826,41,1,163,11,13,23,16,155,17,12,42,230,77,17,9,15,27
E33037452,242,230,0,0,4,1,1,0,2,1,0,0,0,0,2,0,0,0,1
E33037453,277,249,1,0,14,0,0,1,1,7,0,0,0,4,0,0,0,0,0
E33037454,203,177,2,0,20,0,0,0,2,1,0,1,0,0,0,0,0,0,0
E33037455,395,376,2,0,6,0,0,1,4,2,0,0,3,0,0,0,1,0,0
E33037456,387,350,2,0,17,1,0,0,1,2,1,1,3,2,3,0,2,1,1
E33037457,805,749,1,1,18,0,0,12,2,3,1,3,3,4,4,2,0,0,2
E33037458,559,511,3,0,15,2,3,5,0,8,0,2,3,2,1,3,0,0,1
E33037459,634,589,4,0,17,2,0,1,0,2,5,2,2,5,3,1,0,0,1
E33037460,543,504,2,0,23,3,0,3,0,1,0,0,2,1,1,1,0,0,2
E33037461,279,263,1,0,9,0,1,0,0,0,0,0,3,0,1,0,0,0,1
E33037462,973,900,1,0,24,5,1,0,4,13,1,3,6,0,8,1,1,2,3
E33037463,830,763,1,0,18,5,1,1,4,12,1,2,1,11,5,1,1,0,3
E33037464,587,529,3,0,15,1,0,4,8,3,1,2,7,4,4,3,1,0,2
E33037465,284,246,0,0,28,0,0,0,3,3,1,0,0,0,2,0,0,1,0
E33037466,247,233,1,0,4,0,0,1,1,1,0,1,2,0,1,1,0,0,1
E33037467,897,805,2,0,24,3,0,2,3,6,1,1,4,4,10,3,0,1,28
E33037468,393,366,5,0,9,4,0,0,1,4,0,1,1,0,2,0,0,0,0
E33037469,436,406,1,0,20,1,2,1,0,0,0,1,0,2,0,1,0,0,1
E33037470,332,312,5,0,2,0,1,0,1,3,0,0,3,1,3,0,1,0,0
E33037471,336,285,3,0,12,1,0,7,2,4,0,8,0,3,4,1,0,0,6
E33037472,563,501,5,0,23,0,2,1,1,9,4,2,6,6,1,2,0,0,0
E33037473,540,436,3,1,21,3,2,2,3,20,1,23,4,5,3,8,1,1,3
E33037474,468,450,4,0,4,2,1,1,1,0,0,0,2,0,2,1,0,0,0
E33037475,648,598,3,0,17,4,2,1,2,5,1,1,4,4,4,2,0,0,0
E33037476,957,850,4,0,66,2,0,3,5,5,2,3,4,2,4,1,1,1,4
E33037477,1697,1596,7,0,42,4,3,2,2,21,0,1,0,8,6,3,0,2,0
E33037478,494,442,0,0,11,3,3,2,0,4,3,7,5,8,0,0,1,1,4
E33037479,427,389,3,0,22,2,3,3,1,0,0,0,3,0,0,0,0,0,1
E33037480,483,417,1,0,35,3,3,0,0,3,0,6,11,1,1,1,0,0,1
E33037481,343,284,1,0,16,0,1,3,3,1,0,12,3,12,4,0,0,2,1
E33037482,588,513,4,0,21,2,1,13,3,3,0,9,3,9,5,1,0,1,0
E33037483,388,340,4,0,11,2,0,1,5,4,0,0,7,4,5,0,0,2,3
